;antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction
0;frozenset({'DAGING AYAM FILLET DADA KG'});frozenset({'DAGING AYAM FILLET PAHA KG'});0.07583582495243273;0.06944821962489807;0.018347377004620823;0.24193548387096778;3.4836815857584753;0.01308071397788895;1.2275363911331132
1;frozenset({'DAGING AYAM FILLET PAHA KG'});frozenset({'DAGING AYAM FILLET DADA KG'});0.06944821962489807;0.07583582495243273;0.018347377004620823;0.264187866927593;3.4836815857584753;0.01308071397788895;1.2559784400247525
10;frozenset({'LAHAP WANITA BERAS PREMIUM 5KG'});frozenset({'TELUR AYAM NEGERI 1PACK (ISI 15 BUTIR)'});0.047431367219353086;0.07896167436803479;0.007882576787170427;0.166189111747851;2.1046806957671045;0.004137316613965188;1.1046129747269962
11;frozenset({'TELUR AYAM NEGERI 1PACK (ISI 15 BUTIR)'});frozenset({'LAHAP WANITA BERAS PREMIUM 5KG'});0.07896167436803479;0.047431367219353086;0.007882576787170427;0.09982788296041308;2.1046806957671045;0.004137316613965188;1.0582072192075638
2;frozenset({'DAGING AYAM FILLET DADA KG'});frozenset({'JAB FROZEN YOGURT'});0.07583582495243273;0.04715955422669203;0.007474857298178853;0.0985663082437276;2.0900602191854403;0.003898473599008677;1.0570277708578644
3;frozenset({'JAB FROZEN YOGURT'});frozenset({'DAGING AYAM FILLET DADA KG'});0.04715955422669203;0.07583582495243273;0.007474857298178853;0.1585014409221902;2.09006021918544;0.003898473599008677;1.0982361943202255
4;frozenset({'DAGING AYAM SAYAP KG'});frozenset({'DAGING AYAM FILLET PAHA KG'});0.03397662408263115;0.06944821962489807;0.0073389508018483285;0.216;3.1102309197651663;0.004979334750445159;1.1869282912947727
5;frozenset({'DAGING AYAM FILLET PAHA KG'});frozenset({'DAGING AYAM SAYAP KG'});0.06944821962489807;0.03397662408263115;0.0073389508018483285;0.10567514677103719;3.1102309197651667;0.004979334750445159;1.0801705581920689
8;frozenset({'DAGING AYAM PAHA BAWAH KG'});frozenset({'DAGING AYAM FILLET PAHA KG'});0.034384343571622726;0.06944821962489807;0.007203044305517803;0.20948616600790512;3.016436809170579;0.004815112861497797;1.177148002174504
9;frozenset({'DAGING AYAM FILLET PAHA KG'});frozenset({'DAGING AYAM PAHA BAWAH KG'});0.06944821962489807;0.034384343571622726;0.007203044305517803;0.10371819960861056;3.016436809170579;0.004815112861497797;1.0773572061897396
6;frozenset({'DAGING AYAM PAHA BAWAH KG'});frozenset({'DAGING AYAM SAYAP KG'});0.034384343571622726;0.03397662408263115;0.007067137809187279;0.20553359683794464;6.049264822134387;0.005898873893326219;1.2159398711795737
7;frozenset({'DAGING AYAM SAYAP KG'});frozenset({'DAGING AYAM PAHA BAWAH KG'});0.03397662408263115;0.034384343571622726;0.007067137809187279;0.208;6.049264822134386;0.005898873893326219;1.2192116874095673
12;frozenset({'TEMPE BANG JARWO KECIL'});frozenset({'TEMPE BANG JARWO BESAR'});0.012911117151399837;0.017124218537646098;0.007067137809187279;0.5473684210526316;31.964578111946537;0.006846045017521557;2.17146974974241
13;frozenset({'TEMPE BANG JARWO BESAR'});frozenset({'TEMPE BANG JARWO KECIL'});0.017124218537646098;0.012911117151399837;0.007067137809187279;0.41269841269841273;31.964578111946537;0.006846045017521557;1.6807189086341032
