;antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction
44;frozenset({'DAGING AYAM FILLET DADA KG'});frozenset({'DAGING AYAM FILLET PAHA KG'});0.07884108867427568;0.07251975417032484;0.019841966637401228;0.25167037861915365;3.4703699908863923;0.014124430268221973;1.2394006856473931
45;frozenset({'DAGING AYAM FILLET PAHA KG'});frozenset({'DAGING AYAM FILLET DADA KG'});0.07251975417032484;0.07884108867427568;0.019841966637401228;0.2736077481840194;3.470369990886393;0.014124430268221973;1.2681287679250806
10;frozenset({'JABMILK SUSU RASA STROBERI 1L'});frozenset({'JABMILK SUSU RASA COKLAT 1L'});0.03037752414398595;0.041264266900790166;0.01527655838454785;0.5028901734104047;12.187061862009594;0.014023052120485215;1.928619556118178
11;frozenset({'JABMILK SUSU RASA COKLAT 1L'});frozenset({'JABMILK SUSU RASA STROBERI 1L'});0.041264266900790166;0.03037752414398595;0.01527655838454785;0.37021276595744684;12.187061862009594;0.014023052120485215;1.5396032555821844
23;frozenset({'JABMILK SUSU RASA MELON 1L'});frozenset({'JABMILK SUSU RASA COKLAT 1L'});0.030026338893766463;0.041264266900790166;0.015100965759438104;0.5029239766081871;12.187881050143089;0.013861950897272147;1.9287507101172336
22;frozenset({'JABMILK SUSU RASA COKLAT 1L'});frozenset({'JABMILK SUSU RASA MELON 1L'});0.041264266900790166;0.030026338893766463;0.015100965759438104;0.36595744680851067;12.187881050143089;0.013861950897272147;1.5298242306037912
6;frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});frozenset({'JABMILK SUSU RASA COKLAT 1L'});0.03301141352063213;0.041264266900790166;0.014925373134328358;0.4521276595744681;10.956880941602536;0.01356318135604064;1.7499254157538975
7;frozenset({'JABMILK SUSU RASA COKLAT 1L'});frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});0.041264266900790166;0.03301141352063213;0.014925373134328358;0.3617021276595745;10.956880941602536;0.01356318135604064;1.514948785484343
18;frozenset({'JABMILK SUSU RASA STROBERI 1L'});frozenset({'JABMILK SUSU RASA MELON 1L'});0.03037752414398595;0.030026338893766463;0.012115891132572432;0.3988439306358382;13.283135584626306;0.011203765297871537;1.6135138785709464
19;frozenset({'JABMILK SUSU RASA MELON 1L'});frozenset({'JABMILK SUSU RASA STROBERI 1L'});0.030026338893766463;0.03037752414398595;0.012115891132572432;0.40350877192982454;13.283135584626306;0.011203765297871537;1.6255435624644938
8;frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});frozenset({'JABMILK SUSU RASA STROBERI 1L'});0.03301141352063213;0.03037752414398595;0.011237928007023706;0.34042553191489366;11.206493666215719;0.010235122995773598;1.4700727859752472
9;frozenset({'JABMILK SUSU RASA STROBERI 1L'});frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});0.03037752414398595;0.03301141352063213;0.011237928007023706;0.36994219653179194;11.206493666215719;0.010235122995773598;1.534761701476428
21;frozenset({'JABMILK SUSU RASA MELON 1L'});frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});0.030026338893766463;0.03301141352063213;0.010184372256365233;0.33918128654970764;10.274667164364814;0.00919316036663247;1.4633190113979817
20;frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});frozenset({'JABMILK SUSU RASA MELON 1L'});0.03301141352063213;0.030026338893766463;0.010184372256365233;0.3085106382978724;10.274667164364814;0.00919316036663247;1.4027311406767071
49;frozenset({'JAB FROZEN YOGURT'});frozenset({'DAGING AYAM FILLET DADA KG'});0.05390693590869183;0.07884108867427568;0.00948200175592625;0.1758957654723127;2.231016446246817;0.005231920241790582;1.1177699042569067
48;frozenset({'DAGING AYAM FILLET DADA KG'});frozenset({'JAB FROZEN YOGURT'});0.07884108867427568;0.05390693590869183;0.00948200175592625;0.12026726057906459;2.231016446246817;0.005231920241790582;1.0754323690556895
64;frozenset({'LAHAP WANITA BERAS PREMIUM 5KG'});frozenset({'TELUR AYAM NEGERI 1PACK (ISI 15 BUTIR)'});0.05408252853380158;0.08235294117647059;0.009306409130816505;0.17207792207792208;2.089517625231911;0.004852553839797552;1.1083737024221452
65;frozenset({'TELUR AYAM NEGERI 1PACK (ISI 15 BUTIR)'});frozenset({'LAHAP WANITA BERAS PREMIUM 5KG'});0.08235294117647059;0.05408252853380158;0.009306409130816505;0.11300639658848613;2.089517625231911;0.004852553839797552;1.066430995475113
58;frozenset({'DAGING AYAM SAYAP KG'});frozenset({'DAGING AYAM PAHA BAWAH KG'});0.03582089552238806;0.038630377524143986;0.00877963125548727;0.24509803921568626;6.34469696969697;0.0073958565382045;1.273502616786199
59;frozenset({'DAGING AYAM PAHA BAWAH KG'});frozenset({'DAGING AYAM SAYAP KG'});0.038630377524143986;0.03582089552238806;0.00877963125548727;0.2272727272727273;6.34469696969697;0.0073958565382045;1.2477611940298508
92;frozenset({'TEMPE BANG JARWO BESAR'});frozenset({'TEMPE BANG JARWO KECIL'});0.019841966637401228;0.01597892888498683;0.008604038630377524;0.4336283185840708;27.137508509189924;0.00828698525654021;1.737412203687445
93;frozenset({'TEMPE BANG JARWO KECIL'});frozenset({'TEMPE BANG JARWO BESAR'});0.01597892888498683;0.019841966637401228;0.008604038630377524;0.5384615384615384;27.137508509189924;0.00828698525654021;2.123675738952297
17;frozenset({'JABMILK SUSU RASA COKLAT 1L'});frozenset({'JABMILK SUSU RASA ORIGINAL 1L', 'JABMILK SUSU RASA STROBERI 1L'});0.041264266900790166;0.011237928007023706;0.008252853380158033;0.19999999999999998;17.796874999999996;0.0077891285194643415;1.2359525899912203
16;frozenset({'JABMILK SUSU RASA STROBERI 1L'});frozenset({'JABMILK SUSU RASA ORIGINAL 1L', 'JABMILK SUSU RASA COKLAT 1L'});0.03037752414398595;0.014925373134328358;0.008252853380158033;0.27167630057803466;18.202312138728324;0.007799457497411974;1.3525230987917556
14;frozenset({'JABMILK SUSU RASA STROBERI 1L', 'JABMILK SUSU RASA COKLAT 1L'});frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});0.01527655838454785;0.03301141352063213;0.008252853380158033;0.5402298850574712;16.36494252873563;0.0077485525941536435;2.1032001755926246
13;frozenset({'JABMILK SUSU RASA ORIGINAL 1L', 'JABMILK SUSU RASA COKLAT 1L'});frozenset({'JABMILK SUSU RASA STROBERI 1L'});0.014925373134328358;0.03037752414398595;0.008252853380158033;0.5529411764705882;18.20231213872832;0.007799457497411974;2.1688923802042415
12;frozenset({'JABMILK SUSU RASA ORIGINAL 1L', 'JABMILK SUSU RASA STROBERI 1L'});frozenset({'JABMILK SUSU RASA COKLAT 1L'});0.011237928007023706;0.041264266900790166;0.008252853380158033;0.7343749999999999;17.796874999999996;0.0077891285194643415;3.6093580540205528
15;frozenset({'JABMILK SUSU RASA ORIGINAL 1L'});frozenset({'JABMILK SUSU RASA STROBERI 1L', 'JABMILK SUSU RASA COKLAT 1L'});0.03301141352063213;0.01527655838454785;0.008252853380158033;0.25;16.364942528735632;0.0077485525941536435;1.3129645888206027
62;frozenset({'DAGING AYAM PAHA BAWAH KG'});frozenset({'DAGING AYAM FILLET PAHA KG'});0.038630377524143986;0.07251975417032484;0.008077260755048289;0.2090909090909091;2.8832269425489767;0.005275795273490525;1.172676172888095
63;frozenset({'DAGING AYAM FILLET PAHA KG'});frozenset({'DAGING AYAM PAHA BAWAH KG'});0.07251975417032484;0.038630377524143986;0.008077260755048289;0.11138014527845037;2.8832269425489767;0.005275795273490525;1.081868267254846
